Path0,Path1,Path2,Path3,Path4,Path5,Path6,Path7,Path8,Path9,Path10,Path11,Path12,Path13,Path14,Path15,Path16,Path17,Path18,Path19,Path20,Path21,Path22,Path23,Path24,Path25,Path26,Path27,Path28,Path29,Path30,Path31,Path32,Path33,Path34,Path35,Path36,Path37,Path38,Path39,Path40,Path41,Path42,Path43,Path44,Path45,Path46,Path47,Path48,Path49,Path50,Path51,Path52,Path53,Path54,Path55,Path56,Path57,Path58,Path59,Path60,Path61,Path62,Path63,Path64,Path65,Path66,Path67,Path68,Path69,Path70,Path71,Path72,Path73,Path74,Path75,Path76,Path77,Path78,Path79,Path80,Path81,Path82,Path83,Path84,Path85,Path86,Path87,Path88,Path89,Path90,Path91,Path92,Path93,Path94,Path95,Path96,Path97,Path98,Path99
103.985,118.504,109.384,113.99,127.417,97.8847,97.3345,94.4201,95.2553,106.618,93.1964,102.002,97.2503,99.7237,74.6186,128.19,87.5912,81.7268,93.8607,110.537,112.907,103.488,94.1733,101.457,95.408,100.098,111.448,108.141,118.623,115.176,93.6412,112.57,88.2029,98.3441,115.959,86.8049,98.4481,115.174,105.134,91.5306,99.581,97.5298,120.934,86.1412,102.859,123.509,95.1345,115.444,84.0577,98.923,91.8639,111.524,82.1465,109.126,88.6482,105.512,94.6753,118.229,107.256,90.1893,109.522,93.1169,88.8575,104.583,83.4604,108.342,109.381,98.5982,86.9415,100.058,103.426,102.747,93.597,110.887,93.8872,97.3488,99.5283,88.8814,91.8079,89.6464,82.5657,86.692,101.788,104.613,104.263,96.6031,113.026,104.419,106.977,89.6433,105.593,114.532,106.36,107.84,111.516,96.463,108.384,98.5468,97.1787,97.6162
103.778,118.787,111.187,113.907,127.26,97.3624,96.183,95.1229,95.7452,107.051,94.064,102.495,97.5739,98.8607,76.3117,124.105,86.9114,82.5728,92.6644,110.435,114.127,105.489,93.3917,102.204,95.479,99.8843,109.591,106.953,120.169,115.156,93.6731,113.812,89.6981,97.2909,115.934,87.9248,97.4618,115.972,106.616,89.9293,100.553,97.2594,120.228,85.6445,101.578,122.66,94.955,115.175,84.3295,99.4137,92.1923,111.146,81.7306,109.529,89.0719,105.836,94.6736,118.089,108.181,89.1052,108.563,94.7794,90.5629,103.698,81.735,106.877,110.229,97.5433,87.584,101.291,103.208,104.55,93.3536,109.888,94.0065,99.0931,99.7223,89.0935,91.3803,90.7977,82.6803,86.1735,101.742,106.048,100.72,96.798,115.264,103.177,107.931,89.8892,106.77,113.116,105.617,108.762,110.81,96.9679,108.253,98.0125,98.1007,99.9755
102.788,117.15,113.329,114.41,125.923,98.047,93.8759,96.1409,93.679,109.624,94.7616,99.1702,97.6108,99.7445,76.8634,122.083,85.7532,82.0135,93.0097,110.901,116.074,106.404,93.8059,102.874,96.3607,99.709,111.221,106.406,120.486,115.568,92.3148,114.851,91.7857,96.9874,115.227,89.3028,97.3354,115.079,104.929,88.3826,99.9866,96.8289,120.126,87.3201,100.395,125.965,93.4366,113.604,85.1484,98.234,92.3967,110.163,82.0371,107.878,89.3912,104.758,95.1395,120.138,107.67,89.8491,107.825,95.9734,90.2398,102.431,81.7152,109.202,108.428,97.3435,89.5577,102.126,105.047,107.947,91.5432,108.928,94.2962,100.583,98.2877,90.4154,89.962,89.166,84.1209,85.649,102.995,106.437,99.4637,97.0463,116.335,102.247,106.838,89.5809,104.655,113.103,109.5,108.926,111.921,99.5922,108.877,97.7502,97.924,99.1433
102.483,118.298,112.546,117.626,125.621,98.1666,92.6308,94.7311,93.4716,108.662,95.1915,99.7257,94.187,99.8153,77.9105,121.51,87.8795,82.7666,94.0757,111.684,114.002,104.37,93.043,102.05,98.6806,100.517,110.531,106.913,120.103,115.551,91.9896,115.838,91.7657,98.0286,114.027,89.5542,96.2092,118.88,104.54,87.3378,100.481,94.3179,117.318,86.4351,101.479,124.271,94.9144,115.17,84.5736,96.9225,93.5204,110.644,80.9651,108.549,88.7837,103.436,96.3273,118.292,108.273,89.9226,107.332,95.1407,89.9066,102.217,81.9867,112.657,109.319,96.2015,89.2037,104.383,106.21,108.246,91.8825,113.18,94.5569,101.38,98.0976,90.48,90.7013,90.1069,82.7126,84.507,104.9,104.432,98.5821,97.4491,115.556,101.633,107.277,90.157,105.559,111.965,111.736,106.945,113.943,100.528,108.402,98.5112,97.6407,99.7947
104.1,119.496,110.812,119.755,128.525,99.0598,93.479,95.9789,92.3472,109.352,96.1924,101.442,92.3037,100.048,77.9932,120.399,86.513,82.7685,95.5718,110.712,113.901,103.74,94.8952,102.667,99.2696,99.8339,109.919,106.938,120.237,116.088,89.7508,114.725,91.1792,97.9371,114.331,89.0119,95.2773,119.011,101.374,87.6601,100.765,94.5394,119.384,86.5288,101.722,123.22,95.1434,115.454,85.331,95.3426,95.6277,110.27,81.3555,108.814,88.1283,103.806,96.7527,117.589,106.74,89.4478,108.837,96.5294,90.6378,103.081,81.2978,111.77,110.212,96.9501,91.0449,103.602,105.289,106.54,93.2797,110.714,95.086,101.284,98.0695,90.915,90.0261,88.9611,84.462,85.7564,103.161,104.907,97.1198,98.0099,113.354,101.455,107.839,89.2374,103.514,113.052,112.651,109.646,115.192,101.109,109.315,99.4421,97.6549,99.2789
105.715,118.219,110.118,117.862,131.062,99.2255,92.9262,94.5522,92.3542,106.804,97.4863,101.509,92.6708,100.465,78.0626,120.612,87.1369,80.824,96.7215,110.614,114.488,105.551,94.8511,102.126,99.4103,100.697,111.131,107.53,118.835,115.612,90.1524,116.692,91.2995,96.4298,115.193,88.9771,95.2057,119.05,101.775,88.5911,99.6997,94.6418,118.585,87.6009,100.538,123.342,95.0255,114.848,84.3964,95.833,95.9266,112.232,82.3065,109.162,88.5308,102.525,97.5947,118.348,105.462,89.3582,109.502,98.2462,93.5034,103.091,81.9189,112.535,108.196,96.9991,92.1457,101.514,107.16,105.514,93.0167,111.204,96.7589,102.081,97.3119,90.6713,90.3815,88.4726,82.7771,85.4125,101.12,107.317,96.8081,96.3403,113.923,102.803,108.618,88.826,105.456,112.297,110.778,110.448,115.634,101.69,110.835,99.1487,98.8996,98.5873
106.581,114.922,110.622,122.019,131.534,98.9648,92.7393,95.0648,92.0066,102.355,97.3759,103.754,92.3548,100.713,77.7619,121.706,85.3834,79.1958,96.9041,108.717,113.713,107.485,96.5347,103.39,99.4674,99.7663,112.541,105.119,120.483,116.643,90.1806,117.252,90.6924,95.585,114.692,86.877,93.3877,120.392,103.524,86.3202,102.119,98.3749,119.605,86.7357,102.272,126.584,96.4003,114.285,84.8318,94.8048,95.2407,109.477,80.4733,109.071,91.5168,102.75,98.8717,117.593,105.891,87.4449,110.865,97.7979,94.3719,102.865,83.2836,113.126,108.636,98.2443,93.0082,102.549,104.752,104.186,91.8944,110.234,95.6929,104.298,95.3151,93.4794,91.7798,88.8181,84.4295,85.4039,103.068,108.328,98.1752,94.7315,114.421,103.249,108.87,88.1529,104.537,113.607,110.444,111.123,114.894,101.782,110.143,98.226,98.4025,97.8762
104.5,115.856,110.891,120.725,130.418,96.5513,92.9538,95.9036,93.1643,104.047,98.7019,103.89,92.9488,101.524,77.3827,122.414,84.4701,78.7373,97.3186,109.157,113.258,104.825,97.0455,103.27,99.1104,98.9452,111.973,104.919,120.532,116.255,90.8955,115.51,90.8449,94.2951,114.232,89.3753,94.4346,121.471,103.841,85.8271,100.663,99.4097,118.337,85.8207,102.575,128.019,96.7878,117.31,84.3112,97.6703,94.5121,109.572,80.0454,110.395,92.9153,101.703,101.255,115.907,105.629,88.1763,111.807,97.2987,95.9957,103.956,81.0459,110.766,108.222,96.5301,92.2293,99.8106,103.709,103.687,91.5473,110.976,96.1037,103.539,94.4305,93.5693,91.6659,87.0278,84.8155,85.4475,101.717,106.676,98.0056,95.3407,112.379,103.494,109.317,89.2896,103.901,113.946,110.425,110.432,114.269,101.405,110.911,99.2675,97.2384,97.8442
105.93,115.758,111.882,122.29,132.209,96.9306,92.3939,96.6134,93.1032,103.771,98.3724,105.223,92.667,102.936,78.4539,122.063,83.7972,77.8651,99.7971,110.572,113.231,104.362,96.8485,105.968,98.1447,98.1124,112.344,104.746,122.326,115.927,90.6723,113.703,92.3801,95.5685,113.831,89.4535,95.7327,123.007,105.443,86.4027,101.036,98.1081,120.361,84.5103,102.101,126.904,93.6758,119.633,84.18,96.6968,94.0221,111.152,78.802,110.523,92.3775,101.477,100.125,115.078,106.197,88.2607,110.523,97.6222,94.2394,101.287,81.4383,112.824,108.408,96.312,92.1768,99.2453,104.884,102.84,90.32,111.362,97.5077,103.265,95.6559,94.5075,92.3446,86.6301,82.5331,84.8975,105.168,105.94,97.99,94.9325,113.825,103.911,109.658,87.8369,104.347,114.306,108.733,110.203,115.714,100.63,111.571,97.3492,95.6175,97.3769
103.249,112.244,112.647,122.428,130.035,95.7002,92.5553,96.167,91.9529,104.826,97.9569,104.887,93.0735,101.416,77.0836,121.003,83.0282,78.0625,98.5929,108.739,115.052,103.313,96.9927,105.938,98.3357,98.6149,112.737,103.416,121.575,117.077,92.8825,112.224,92.827,95.5189,115.773,92.4813,95.9797,124.677,105.542,86.088,99.2345,97.6315,121.367,83.6292,101.128,126.268,93.4041,119.243,85.7548,96.1023,95.0558,109.309,78.1791,113.319,91.6268,104.574,102.309,113.327,108.647,87.9163,111.78,96.3628,95.3037,102.767,82.4702,111.758,107.437,97.5869,92.6573,99.9643,104.901,102.067,92.3414,111.786,96.4946,104.991,93.284,94.3375,92.9309,85.4862,83.4759,85.8439,105.839,108.887,95.6543,93.5054,111.326,104.198,112.491,89.9353,102.487,112.606,108.359,110.643,114.817,99.0277,111.749,97.511,97.4428,98.0911
104.287,111.836,113.338,120.477,129.568,95.5722,93.4849,96.8989,92.6976,104.413,95.7613,106.178,93.3502,98.7714,76.0714,118.891,82.6493,76.6446,98.7523,108.315,113.952,102.461,96.066,105.24,98.8034,97.9846,112.575,102.666,120.343,117.229,93.6958,112.592,92.9436,97.1844,114.547,91.1037,96.587,120.653,108.3,84.8598,99.3232,97.9169,123.415,82.9649,98.8812,126.088,94.2732,122.582,85.2168,98.768,96.273,108.518,77.7969,111.91,90.1382,102.689,99.2447,113.682,108.523,86.5044,114.327,97.0618,94.5718,103.517,82.3745,112.054,107.785,97.9761,93.9434,99.871,102.975,100.426,91.6395,110.473,97.6282,101.376,93.6197,95.6963,95.2242,85.0585,82.178,86.2855,105.979,109.554,96.3542,94.2218,112.638,105.102,113.029,87.5133,100.183,111.561,105.568,111.702,113.681,97.1233,113.868,96.4503,97.4841,97.0923
103.079,111.021,114.091,117.375,131.304,95.9298,91.2294,98.2336,94.2048,104.763,96.0945,105.022,94.8444,99.8067,74.3621,119.227,82.5212,79.6993,97.0155,105.949,113.234,102.886,96.0313,104.887,98.8415,97.7458,111.595,100.517,118.914,115.592,93.4654,114.355,92.9453,99.7055,113.096,92.608,97.5674,118.437,106.649,84.0865,99.5232,98.6047,123.144,83.3128,102.493,129.802,93.8261,123.625,86.0689,99.95,98.2498,108.524,79.1593,111.251,89.6449,101.211,98.5803,116.695,108.799,86.7425,113.861,98.4262,93.9183,106.607,83.5454,109.481,106.314,98.1473,93.0702,101.405,102.074,101.348,91.3895,110.68,98.3443,102.368,94.0865,95.9524,94.4991,84.0338,81.8386,87.2525,107.721,110.018,96.2354,93.4974,110.709,108.352,113.803,88.8248,102.374,111.703,107.821,111.574,115.264,98.5255,114.125,96.1498,99.106,98.478
103.525,112.42,113.13,117.86,131.165,97.1549,90.4071,98.5768,92.655,105.256,96.1591,104.745,96.161,101.138,74.4987,117.111,81.988,80.5869,98.0676,105.426,112.735,101.792,95.211,106.334,99.3994,95.6434,111.48,99.5465,119,114.408,93.8007,114.44,94.3572,102.594,116.372,91.3674,97.3094,118.398,107.303,84.4523,96.2229,99.7546,124.939,82.4726,100.735,126.357,93.6757,123.412,87.9003,101.059,96.0442,109.29,78.8267,110.15,90.6291,103.81,98.5479,117.713,108.991,86.3242,116.565,96.0606,93.8071,107.242,82.8179,110.899,107.381,98.908,93.2413,99.896,101.183,100.388,91.9565,111.022,98.8498,101.737,93.451,96.3767,94.0059,83.0369,82.6781,86.8472,108.242,111.142,97.4742,93.3014,111.407,108.798,112.72,88.1797,101.264,111.594,109.888,111.258,115.08,98.1652,114.187,95.6662,100.112,100.914
102.738,111.852,112.328,119.872,131.208,97.7931,91.6463,97.7596,92.9232,106.704,97.7978,105.064,97.3947,100.32,76.4204,117.442,80.522,79.3742,99.1138,104.054,112.991,100.687,95.8623,106.811,100.061,96.1866,111.499,98.9333,118.447,116.461,93.6389,114.494,95.3218,102.513,117.372,90.5467,99.2843,117.647,108.81,84.3315,98.0498,99.047,125.84,81.7587,98.243,125.996,93.5169,125.139,86.612,100.18,95.6073,108.521,79.135,109.452,89.6447,104.255,98.0736,116.814,108.514,84.9821,115.782,98.2164,93.8881,106.675,83.105,112.218,108.384,99.0238,92.6503,103.265,103.629,100.565,92.727,110.639,99.1081,102.798,93.6605,97.1589,94.8166,83.6652,84.2588,88.2223,107.636,111.441,97.319,92.8052,113.437,107.556,111.32,88.0024,98.3928,110.161,109.696,111.13,114.119,99.9192,113.962,95.4244,98.4656,101.88
102.387,112.243,112.687,120.621,133.805,96.5174,91.3839,100.518,92.2092,105.515,94.7412,104.741,96.5036,101.532,77.0457,116.814,81.8907,80.2375,98.6026,105.365,111.054,102.181,96.9123,107.049,101.635,98.3194,112.593,97.854,119.148,114.719,93.335,116.278,95.5404,101.268,120.607,90.9093,99.4655,116.982,107.78,85.7927,97.7243,98.8984,125.66,80.9907,97.7136,123.877,94.3066,123.86,86.4757,101.41,95.0401,107.769,79.8638,111.816,91.8494,101.475,97.4314,116.232,108.084,86.6738,112.847,99.2627,93.9501,103.916,81.4801,112.714,109.04,98.0917,91.5281,102.762,103.034,101.416,91.9241,112.626,99.0865,104.311,91.6414,95.8892,95.51,84.234,83.832,88.391,109.304,112.338,98.6719,93.9321,115.063,105.703,110.241,88.9232,99.3597,111.824,108.787,109.06,114.472,99.5836,115.174,93.4471,98.5937,100.794
100.634,112.403,113.759,123.78,131.12,96.4553,91.2213,101.974,94.1237,105.703,94.2584,101.411,95.1633,99.2332,77.2276,117.664,83.4073,80.1127,97.1896,105.623,110.248,104.613,97.0612,108.515,99.9464,98.6377,113.653,98.8226,115.589,115.216,94.5229,116.136,95.0084,101.995,119.828,90.8044,97.5846,116.095,106.983,83.668,98.2442,97.9036,129.523,82.031,99.091,123.839,94.9452,123.426,87.3046,99.7669,93.3281,109.507,80.3069,111.61,91.7655,100.341,97.9776,114.892,107.722,86.6156,112.269,99.45,92.0773,103.729,80.3979,113.918,107.272,97.6259,92.5981,103.608,102.9,102.133,90.9039,112.296,98.9165,107.95,92.5742,94.5311,96.9046,83.7639,84.0021,88.0742,110.481,111.779,100.463,92.6987,109.851,105.857,108.759,89.4276,99.0775,111.428,109.112,108.379,113.019,98.4617,118.998,93.2444,97.7254,103.077
101.872,107.751,111.352,126.496,129.885,96.5107,93.1954,103.094,93.7498,105.729,94.0342,102.487,94.7373,100.935,75.8923,116.821,84.117,79.5366,94.8059,104.42,110.069,101.783,97.2722,108.994,99.8373,97.8859,112.952,98.3956,116.555,117.133,92.5553,113.895,95.4155,101.166,119.42,88.878,95.029,116.957,108.629,83.2334,98.3236,96.7531,128.95,81.7439,97.905,120.75,94.9342,123.972,86.204,101.621,94.6445,109.299,79.8564,109.687,92.2591,103.585,98.8154,116.765,106.51,86.0894,113.486,98.054,92.9935,104.939,83.1499,115.242,109.369,95.7785,95.5919,103.395,104.088,103.3,91.165,110.913,100.605,107,92.3503,94.1946,97.1606,83.359,83.0041,88.9408,113.588,111.461,103.032,91.5124,109.785,106.059,108.496,88.8407,96.8146,110.482,110.34,107.688,113.558,98.5828,119.762,93.0011,99.4078,100.244
101.807,105.957,112.522,126.743,128.652,94.6183,93.6199,102.84,94.8705,108.279,94.0018,102.776,95.2892,100.768,74.4426,114.739,84.6114,79.9282,93.8675,106.046,111.421,102.535,99.2441,109.474,101.302,99.434,111.665,98.5169,119.107,115.623,93.9708,111.756,96.3963,101.299,119.418,90.0914,94.8898,116.476,108.545,81.9435,99.0615,96.6782,129.243,83.0713,97.377,119.916,92.8325,121.965,86.9741,103.91,95.1396,110.832,82.2435,107.701,91.9353,105.85,99.7483,114.082,107.63,85.1525,113.147,97.3162,90.6761,105.014,82.3749,115.441,108.575,96.308,94.301,102.529,102.367,104.481,91.3356,110.983,100.09,104.386,89.9677,93.4774,95.6382,84.088,83.4581,88.8832,113.189,113.126,102.17,90.6517,109.196,102.932,107.818,91.0431,96.2424,111.65,109.481,108.976,115.645,99.3308,118.324,91.4805,97.1446,101.722
102.567,108.87,115.272,126.445,130.291,93.4807,93.1875,101.805,96.457,110.954,93.2191,105.457,96.8579,99.867,73.6089,116.308,85.2327,81.0237,93.0338,111.615,111.054,103.226,100.188,110.909,101.038,99.8232,113.649,100.543,117.504,116.146,91.8884,112.177,97.6088,99.8232,119.135,91.1237,93.4152,116.376,108.572,82.0828,97.5777,96.9568,133.57,83.5738,95.725,117.734,92.9315,123.133,87.2226,102.579,94.0913,108.394,82.5418,105.88,91.8187,106.438,98.5628,112.925,106.714,86.312,111.072,97.4559,92.121,105.36,81.4172,115.999,108.623,97.2003,96.2529,102.616,103.839,104.488,90.9934,107.627,100.49,104.343,88.9817,92.7684,93.2225,84.9686,83.3385,87.7142,114.903,112.601,103.183,91.8972,111.548,101.465,108.617,92.0716,95.1509,112.436,109.45,110.734,113.75,99.8889,117.149,92.3391,96.4082,102.507
104.925,110.435,114.56,128.08,130.06,93.7772,94.5704,103.283,97.4917,114.215,92.1825,107.564,96.5786,99.8774,73.2062,115.537,87.4851,79.6376,93.1978,110.975,109.559,103.993,101.293,109.426,101.631,100.459,112.683,100.405,117.207,117.176,93.7747,110.874,95.3569,98.2777,117.79,91.3149,92.1113,114.884,106.8,83.3235,97.4971,94.9019,136.207,82.2828,96.8506,119.595,92.7142,124.125,87.7203,102.763,93.8452,109.092,83.6437,105.58,90.7894,107.471,97.9882,112.652,106.391,88.0706,113.438,95.9964,92.2527,106.66,79.8821,116.511,109.953,97.973,95.2269,103.104,101.588,103.685,90.7423,108.226,99.6049,104.435,89.1378,92.9095,92.1033,85.2954,83.6444,87.4857,114.852,113.763,101.78,91.968,110.521,101.12,108.338,91.2322,96.7131,112.086,109.042,112.481,115.245,102.335,118.34,94.1053,96.0631,100.529
103.587,110.796,115.001,124.324,126.915,93.2476,96.0882,101.918,98.4363,113.29,91.5127,106.818,95.4182,99.8511,73.6641,114.167,85.7877,80.2099,93.9341,109.761,109.612,104.345,104.031,107.965,100.606,97.3434,112.04,100.89,114.819,116.377,91.6062,112.108,96.0846,99.2278,116.57,90.8203,91.7156,115.703,108.071,84.9807,101.433,96.0692,133.488,81.4078,95.7391,118.248,94.2839,127.195,89.5643,102.373,93.8805,110.238,83.1213,106.045,88.4248,108.41,98.1225,111.188,107.555,88.8339,114.736,97.8062,91.7278,107.259,82.3415,115.961,108.962,99.7561,94.7286,103.908,101.257,104.277,92.8935,105.918,100.819,105.751,89.8143,94.1311,93.4398,84.542,84.3905,89.633,114.354,111.816,104.575,91.327,109.97,100.802,109.922,90.5158,95.3475,113.791,110.341,113.126,112.538,103.045,116.591,93.4131,97.1522,101.306
103.988,110.332,115.819,122.637,125.988,94.1153,96.7587,104.245,99.2552,110.793,91.4929,108.522,95.0571,100.251,73.6034,114.43,86.4971,78.9277,95.7442,109.429,110.386,102.691,103.544,106.28,101.576,99.1741,115.28,101.13,112.24,113.035,93.1913,114.701,96.7312,99.0557,115.478,92.078,90.79,115.615,109.088,86.1726,100.588,97.7519,134.745,82.3328,95.0515,115.406,91.9838,127.012,90.3121,102.387,93.7253,108.046,82.5279,104.754,88.5332,108.514,98.2157,112.115,107.727,87.6062,115.953,96.3111,91.985,108.574,82.4687,116.025,112.013,98.7895,94.6767,104.811,101.612,106.238,91.4775,108.581,100.632,105.647,88.0398,91.8261,92.9428,83.4338,83.5365,91.1867,114.854,109.906,106.196,91.8607,110.229,100.129,111.822,90.3716,96.1195,114.75,111.222,116.61,111.839,103.723,116.163,93.9364,97.3982,101.878
104.25,112.699,119.101,120.832,126.678,95.6284,96.7645,104.659,98.7258,110.739,90.6447,109.55,97.7186,103.105,74.3682,115.35,86.4717,78.811,95.187,109.106,110.458,103.442,103.675,105.866,102.491,98.8522,116.524,101.943,115.273,111.003,93.3915,114.6,96.9286,97.5261,118.09,91.9823,89.9143,118.108,107.17,87.1679,101.943,96.7844,136.744,82.6736,94.4918,114.774,92.4887,124.694,88.7562,102.666,95.2237,108.61,82.2299,105.347,89.256,108.914,97.9072,111.594,107.44,87.833,112.129,96.0793,91.5398,107.649,81.8279,114.33,112.792,98.2585,94.6137,103.249,102.207,104.634,91.4952,109.612,101.231,105.563,88.8237,91.9068,92.3577,83.9148,82.0564,91.7509,113.089,107.352,105.281,90.3229,111.471,100.485,110.671,89.5769,96.5628,114.994,109.338,117.527,114.97,103.415,113.828,94.6899,98.4632,100.468
102.416,113.174,120.182,120.182,125.285,93.6645,97.2752,105.744,98.6151,109.315,91.311,109.143,96.709,102.069,75.6902,117.786,85.2782,79.7383,95.248,108.139,110.738,104.834,102.937,105.952,104.251,100.26,116.293,100.977,115.096,111.869,95.7626,115.472,95.495,98.8592,115.672,91.4984,89.5712,119.864,108.175,85.5897,102.72,98.0575,135.247,82.7494,91.3743,116.606,92.5075,122.593,90.4013,102.102,96.8137,109,82.729,105.289,88.3436,109.802,97.172,110.228,107.928,88.7695,113.996,96.7161,89.7506,107.964,80.7625,112.416,112.725,97.8364,94.2364,105.167,101.895,105.823,92.2451,110.871,101.533,104.859,88.375,92.4372,94.1005,83.5304,84.0394,89.9674,110.338,107.99,106.722,89.8738,113.381,99.7614,111.073,89.0862,96.3514,114.915,108.585,118.374,114.894,103.608,114.263,93.5809,98.241,99.8663
103.216,113.897,117.828,119.215,123.327,91.3268,96.4286,109.205,98.2054,109.645,92.6897,111.418,95.0723,99.2371,75.3425,115.516,84.2227,78.7655,94.9527,107.833,112.082,104.864,104.82,106.563,104.126,99.3015,117.581,101.611,116.13,112.968,98.0512,116.237,94.4527,99.479,116.082,93.0235,90.0089,116.895,108.279,85.1956,101.631,96.3252,134.243,82.2829,90.4967,117.325,93.0265,122.616,90.6924,103.029,97.3808,108.435,83.4346,107.098,86.9754,110.2,98.0179,109.337,109.148,88.1165,114.645,98.0551,90.1824,107.629,81.4003,112.259,114.837,98.402,95.1497,105.09,102.135,103.35,92.0192,111.668,100.284,106.929,86.6177,91.5169,95.7818,83.6084,83.1988,90.2544,111.403,106.932,106.637,91.659,113.873,100.782,110.318,90.8687,96.8801,113.333,110.504,120.161,115.468,103.92,112.303,95.5363,98.3618,98.8
103.405,115.194,120.846,123.196,126.792,92.6637,96.9835,109.295,98.3884,109.917,92.8815,112.163,94.8704,98.042,74.4134,115.042,83.3802,78.4736,95.1019,107.314,110.307,103.982,106.771,107.65,105.094,98.3877,116.552,102.374,112.235,112.479,96.9024,114.316,95.473,99.1114,117.663,93.2529,88.6086,115.816,109.848,86.6406,101.193,96.5969,132.338,82.3919,90.44,116.88,95.1308,121.371,88.4515,102.954,96.1707,106.984,83.5549,107.911,87.6266,108.899,96.294,107.713,110.462,86.834,117.077,97.9674,89.3025,107.171,82.1017,111.731,117.832,97.6067,96.7787,103.061,101.323,104.612,93.1691,110.102,100.559,109.018,88.0649,92.9851,95.4493,83.8154,84.2049,91.1188,113.08,107.07,107.975,93.9201,112.273,101.017,111.8,88.9883,95.8521,110.832,109.13,120.57,118.087,104.066,111.206,94.1555,98.3416,96.5867
103.888,115.295,118.428,120.872,124.413,91.975,95.7034,108.871,97.1775,112.018,93.3101,115.427,94.1379,97.3354,73.4752,114.736,81.9078,75.5282,97.4195,107.288,110.963,104.072,108.125,106.147,106.284,97.641,114.033,101.634,111.775,110.137,96.6367,113.984,96.5251,99.9944,117.669,92.3447,88.7831,113.534,109.827,84.5874,98.8066,98.3136,132.225,82.1414,90.1747,118.731,95.0386,123.463,87.2048,102.885,95.1869,105.86,83.5991,109.575,85.0594,107.817,96.3649,107.579,112.715,87.425,118.634,96.833,89.9964,108.274,81.2532,110.287,116.551,95.8668,94.5415,104.214,98.6256,103.446,93.5872,109.886,100.445,108.551,88.3528,93.1833,96.0512,84.7502,83.5627,89.602,115.33,108.007,108.337,93.9169,110.223,101.853,112.21,87.2111,95.3136,109.331,107.438,121.426,118.818,105.739,110.746,96.5874,99.6714,97.6509
104.828,115.389,116.65,119.859,122.412,91.3362,95.0452,108.472,100.258,113.529,93.2782,119.104,92.0734,99.3063,72.8874,114.138,81.0119,75.9789,97.5165,107.272,108.613,105.047,108.157,106.345,104.421,96.0664,114.016,100.109,110.838,108.073,95.3314,116.945,95.7848,100.198,117.47,90.9583,88.9242,113.202,108.348,84.2823,99.7898,98.5348,131.186,83.0688,89.8811,118.519,93.2236,121.783,87.4014,103.828,94.1796,103.665,86.2793,110.113,84.6835,107.696,97.2236,107.324,112.784,86.7463,119.336,98.4945,89.5309,108.677,80.5549,108.963,117.748,95.4066,94.301,103.19,97.5398,101.484,92.6429,108.948,101.156,109.91,88.6011,93.0408,96.8777,83.6696,84.1898,91.4073,116.208,105.075,109.952,94.27,110.543,103.361,112.839,87.7598,94.8953,110.607,107.544,121.314,118.953,105.679,111.218,96.5461,98.6828,98.4659
106.026,114.847,116.745,118.873,124.301,91.2329,94.8992,109.531,100.925,112.743,93.2987,119.913,93.1922,98.8713,74.4408,115.028,81.3688,76.1024,97.3211,107.785,108.326,105.584,107.506,106.287,105.619,96.2962,113.545,99.2575,108.958,108.542,95.8191,116.613,95.5449,101.83,115.817,91.4607,89.1174,111.977,109.153,81.6429,99.3568,101.1,128.115,81.2516,88.706,118.2,93.3013,120.397,86.5676,105.583,93.9546,104.107,86.7233,110.669,86.0491,107.051,97.396,107.007,113.357,86.4677,120.886,98.0637,87.9604,106.801,80.2567,110.222,118.798,95.0684,94.4702,102.49,100.593,102.262,94.6381,108.895,99.3856,109.866,88.0181,92.1238,97.778,83.399,83.9871,91.5413,115.533,108.189,110.093,94.1081,110.516,103.593,112.107,87.9663,95.3321,111.696,109.146,119.341,119.334,104.127,108.689,97.0714,99.3795,98.7212
104.097,112.796,115.665,118.489,121.778,93.148,95.2784,111.397,102.219,114.139,93.6545,122.206,92.9728,98.5141,73.2917,115.578,80.5711,76.8009,96.0357,106.508,109.182,107.279,107.216,106.335,103.812,95.0065,111.714,101.079,107.691,106.531,99.0274,115.806,94.7565,101.286,114.703,89.9501,91.1483,115.916,106.506,82.4601,98.5573,102.937,128.545,80.6435,88.568,117.857,94.1092,119.296,85.5362,106.173,95.2035,104.089,85.5095,110.832,86.0557,107.436,98.3516,105.248,113.971,86.0114,117.885,97.1737,89.4842,105.99,80.7205,109.73,117.504,95.4898,94.506,101.132,101.39,102.824,94.8152,109.555,98.4485,108.904,88.8581,91.6541,97.9617,82.8863,83.6805,90.9043,114.13,106.306,112.195,92.7934,111.687,102.718,110.631,89.6548,97.1729,109.376,107.883,119.192,117.589,105.664,109.247,99.189,100.234,99.1025
